       T="0.1000D+01
    1    0.00000D+00    0.00000D+00    0.00000D+00    0.00000D+00    0.00000D+00    0.00000D+00
    2    0.00000D+00    0.00000D+00    0.00000D+00    0.00000D+00    0.00000D+00    0.00000D+00
       T="0.2000D+01
    1    0.00000D+00    0.50000D+01    0.00000D+00    0.00000D+00    0.00000D+00    0.00000D+00
    2    0.00000D+00    0.50000D+01    0.00000D+00    0.00000D+00    0.00000D+00    0.00000D+00
       T="0.3000D+01
    1    0.00000D+00    0.10000D+02    0.00000D+00    0.00000D+00    0.00000D+00    0.00000D+00
    2    0.00000D+00    0.10000D+02    0.00000D+00    0.00000D+00    0.00000D+00    0.00000D+00
       T="0.4000D+01
    1    0.00000D+00    0.15000D+02    0.00000D+00    0.00000D+00    0.00000D+00    0.00000D+00
    2    0.00000D+00    0.15000D+02    0.00000D+00    0.00000D+00    0.00000D+00    0.00000D+00
       T="0.5000D+01
    1    0.00000D+00    0.20000D+02    0.00000D+00    0.00000D+00    0.00000D+00    0.00000D+00
    2    0.00000D+00    0.20000D+02    0.00000D+00    0.00000D+00    0.00000D+00    0.00000D+00
       T="0.6000D+01
    1    0.00000D+00    0.25000D+02    0.00000D+00    0.00000D+00    0.00000D+00    0.00000D+00
    2    0.00000D+00    0.25000D+02    0.00000D+00    0.00000D+00    0.00000D+00    0.00000D+00
       T="0.7000D+01
    1    0.00000D+00    0.30000D+02    0.00000D+00    0.00000D+00    0.00000D+00    0.00000D+00
    2    0.00000D+00    0.30000D+02    0.00000D+00    0.00000D+00    0.00000D+00    0.00000D+00
       T="0.8000D+01
    1    0.00000D+00    0.35000D+02    0.00000D+00    0.00000D+00    0.00000D+00    0.00000D+00
    2    0.00000D+00    0.35000D+02    0.00000D+00    0.00000D+00    0.00000D+00    0.00000D+00
       T="0.9000D+01
    1    0.00000D+00    0.40000D+02    0.00000D+00    0.00000D+00    0.00000D+00    0.00000D+00
    2    0.00000D+00    0.40000D+02    0.00000D+00    0.00000D+00    0.00000D+00    0.00000D+00
       T="0.1000D+02
    1    0.00000D+00    0.45000D+02    0.00000D+00    0.00000D+00    0.00000D+00    0.00000D+00
    2    0.00000D+00    0.45000D+02    0.00000D+00    0.00000D+00    0.00000D+00    0.00000D+00
