 VARIABLES = X,Y,DU1,DU2,U1,U2,S11,S22,S33,S12
 ZONE, T="0.1000D+01" F=FEPOINT, I=    9 J=    4
   0.0000000000E+00   0.0000000000E+00   0.0000000000E+00   0.0000000000E+00   0.0000000000E+00   0.0000000000E+00   0.1917702714E+00   0.3583982227E-08   0.4324305198-314   0.1954597104E-17
   0.2000600000E+01   0.0000000000E+00   0.1000000000E-03   0.0000000000E+00   0.5000000000E-03   0.0000000000E+00   0.1917702714E+00   0.3583982027E-08   0.4324305237-314   0.5315485552E-17
   0.2000600000E+01   0.1999580456E+01   0.1000000000E-03  -0.7691853004E-04   0.5000000000E-03  -0.3426254371E-03   0.1917702714E+00   0.3583981618E-08   0.4324305222-314   0.7439497257E-17
   0.0000000000E+00   0.1999580456E+01   0.0000000000E+00  -0.7691853004E-04   0.0000000000E+00  -0.3426254371E-03   0.1917702714E+00   0.3583982326E-08   0.4324305208-314  -0.6708519647E-16
   0.1000300000E+01   0.0000000000E+00   0.5000000000E-04   0.0000000000E+00   0.2500000000E-03   0.0000000000E+00   0.1917702714E+00   0.3583982166E-08   0.4324305183-314  -0.2135751604E-16
   0.2000600000E+01   0.9997902280E+00   0.1000000000E-03  -0.3845926502E-04   0.5000000000E-03  -0.1713127185E-03   0.1917702714E+00   0.3583982107E-08   0.4324305168-314   0.2204700600E-16
   0.1000300000E+01   0.1999580456E+01   0.5000000000E-04  -0.7691853004E-04   0.2500000000E-03  -0.3426254371E-03   0.1917702714E+00   0.3583982131E-08   0.4324305193-314  -0.8193755672E-17
   0.0000000000E+00   0.9997902280E+00   0.0000000000E+00  -0.3845926502E-04   0.0000000000E+00  -0.1713127185E-03   0.1917702714E+00   0.3583982143E-08   0.4324305183-314  -0.5925984776E-17
   0.1000300000E+01   0.9997902280E+00   0.5000000000E-04  -0.3845926502E-04   0.2500000000E-03  -0.1713127185E-03   0.1917702714E+00   0.3583982143E-08   0.4324305183-314  -0.5925984776E-17
           1           5           9           8
           5           2           6           9
           9           6           3           7
           8           9           7           4
 VARIABLES = X,Y,DU1,DU2,U1,U2,S11,S22,S33,S12
 ZONE, T="0.7000D+01" F=FEPOINT, I=    9 J=    4
   0.0000000000E+00   0.0000000000E+00   0.0000000000E+00   0.0000000000E+00   0.0000000000E+00   0.0000000000E+00   0.2141228400E+00   0.2647763258E-08   0.4828342195-314   0.9326397638E-17
   0.2000700000E+01   0.0000000000E+00   0.1000000000E-03   0.0000000000E+00   0.6000000000E-03   0.0000000000E+00   0.2141228400E+00   0.2647763341E-08   0.4828342210-314  -0.6954603700E-16
